ID,Name,github src,Manufacturer,Burst,Element,Class,Rarity,Gun,Reload Time,Ammo,RoF,RoF/60,Burst value,F1/ 0.000,F2/ 0.033,F3/ 0.067,F4/ 0.100,F5/ 0.133,F6/ 0.167,F7/ 0.200,F8/ 0.233,F9/ 0.267,F10/ 0.300,F11/ 0.333,F12/ 0.367,F13/ 0.400,F14/ 0.433,F15/ 0.467,F16/ 0.500,F17/ 0.533,F18/ 0.567,F19/ 0.600,F20/ 0.633,F21/ 0.667,F22/ 0.700,F23/ 0.733,F24/ 0.767,F25/ 0.800,F26/ 0.833,F27/ 0.867,F28/ 0.900,F29/ 0.933,F30/ 0.967,F31/ 1.000,F32/ 1.033,F33/ 1.067,F34/ 1.100,F35/ 1.133,F36/ 1.167,F37/ 1.200,F38/ 1.233/ 2RL,F39/ 1.267,F40/ 1.300,F41/ 1.333,F42/ 1.367,F43/ 1.400,F44/ 1.433,F45/ 1.467,F46/ 1.500,F47/ 1.533,F48/ 1.567,F49/ 1.600,F50/ 1.633,F51/ 1.667,F52/ 1.700,F53/ 1.733,F54/ 1.767,F55/ 1.800,F56/ 1.833,F57/ 1.867,F58/ 1.900,F59/ 1.933,F60/ 1.967,F61/ 2.000,F62/ 2.033,F63/ 2.067,F64/ 2.100,F65/ 2.133,F66/ 2.167,F67/ 2.200,F68/ 2.233,F69/ 2.267,F70/ 2.300,F71/ 2.333,F72/ 2.367,F73/ 2.400,F74/ 2.433,F75/ 2.467/ 2RL,F76/ 2.500,F77/ 2.533,F78/ 2.567,F79/ 2.600,F80/ 2.633,F81/ 2.667,F82/ 2.700,F83/ 2.733,F84/ 2.767,F85/ 2.800,F86/ 2.833,F87/ 2.867,F88/ 2.900,F89/ 2.933,F90/ 2.967,F91/ 3.000,F92/ 3.033,F93/ 3.067,F94/ 3.100,F95/ 3.133,F96/ 3.167,F97/ 3.200,F98/ 3.233,F99/ 3.267,F100/ 3.300,F101/ 3.333,F102/ 3.367,F103/ 3.400,F104/ 3.433,F105/ 3.467,F106/ 3.500,F107/ 3.533,F108/ 3.567,F109/ 3.600,F110/ 3.633,F111/ 3.667,F112/ 3.700/ 3RL,F113/ 3.733,F114/ 3.767,F115/ 3.800,F116/ 3.833,F117/ 3.867,F118/ 3.900,F119/ 3.933,F120/ 3.967,F121/ 4.000,F122/ 4.033,F123/ 4.067,F124/ 4.100,F125/ 4.133,F126/ 4.167,F127/ 4.200,F128/ 4.233,F129/ 4.267,F130/ 4.300,F131/ 4.333,F132/ 4.367,F133/ 4.400,F134/ 4.433,F135/ 4.467,F136/ 4.500,F137/ 4.533,F138/ 4.567,F139/ 4.600,F140/ 4.633,F141/ 4.667,F142/ 4.700,F143/ 4.733,F144/ 4.767,F145/ 4.800,F146/ 4.833,F147/ 4.867,F148/ 4.900,F149/ 4.933,F150/ 4.967/ 4RL
112,Rupee,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Rupee.webp,Tetra,B2,Iron,Attacker,SSR,AR,2,60,720,12,0.175,0.175,0.175,0.175,0.175,0.35,0.35,0.35,0.525,0.525,0.525,0.7,0.7,0.7,0.875,0.875,0.875,1.05,1.05,1.05,1.225,1.225,1.225,1.4,1.4,1.4,1.575,1.575,1.575,1.75,1.75,1.75,1.75,1.925,1.925,1.925,2.1,2.1,2.1,2.275,2.275,2.275,2.45,2.45,2.45,2.625,2.625,2.625,2.8,2.8,2.8,2.975,2.975,2.975,3.15,3.15,3.15,3.325,3.325,3.325,3.5,3.5,3.5,3.5,3.675,3.675,3.675,3.85,3.85,3.85,4.025,4.025,4.025,4.2,4.2,4.2,4.375,4.375,4.375,4.55,4.55,4.55,4.725,4.725,4.725,4.9,4.9,4.9,5.075,5.075,5.075,5.25,5.25,5.25,5.25,5.425,5.425,5.425,5.6,5.6,5.6,5.775,5.775,5.775,5.95,5.95,5.95,6.125,6.125,6.125,6.3,6.3,6.3,6.475,6.475,6.475,6.65,6.65,6.65,6.825,6.825,6.825,6.825,7,7,7,7.175,7.175,7.175,7.35,7.35,7.35,7.525,7.525,7.525,7.7,7.7,7.7,7.875,7.875,7.875,8.05,8.05,8.05,8.225,8.225,8.225,8.4,8.4,8.4,8.575
113,Rupee Winter Shopper,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Rupee%20Winter%20Shopper.webp,Tetra,B1,Electric,Supporter,SSR,AR,2,60,720,12,0.175,0.175,0.175,0.175,0.175,0.35,0.35,0.35,0.525,0.525,0.525,0.7,0.7,0.7,0.875,0.875,0.875,1.05,1.05,1.05,1.225,1.225,1.225,1.4,1.4,1.4,1.575,1.575,1.575,1.75,1.75,1.75,1.75,1.925,1.925,1.925,2.1,2.1,2.1,2.275,2.275,2.275,2.45,2.45,2.45,2.625,2.625,2.625,2.8,2.8,2.8,2.975,2.975,2.975,3.15,3.15,3.15,3.325,3.325,3.325,3.5,3.5,3.5,3.5,3.675,3.675,3.675,3.85,3.85,3.85,4.025,4.025,4.025,4.2,4.2,4.2,4.375,4.375,4.375,4.55,4.55,4.55,4.725,4.725,4.725,4.9,4.9,4.9,5.075,5.075,5.075,5.25,5.25,5.25,5.25,5.425,5.425,5.425,5.6,5.6,5.6,5.775,5.775,5.775,5.95,5.95,5.95,6.125,6.125,6.125,6.3,6.3,6.3,6.475,6.475,6.475,6.65,6.65,6.65,6.825,6.825,6.825,6.825,7,7,7,7.175,7.175,7.175,7.35,7.35,7.35,7.525,7.525,7.525,7.7,7.7,7.7,7.875,7.875,7.875,8.05,8.05,8.05,8.225,8.225,8.225,8.4,8.4,8.4,8.575
114,Sin,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Sin.webp,Missilis,B2,Electric,Defender,SSR,AR,2,60,720,12,0.175,0.175,0.175,0.175,0.175,0.35,0.35,0.35,0.525,0.525,0.525,0.7,0.7,0.7,0.875,0.875,0.875,1.05,1.05,1.05,1.225,1.225,1.225,1.4,1.4,1.4,1.575,1.575,1.575,1.75,1.75,1.75,1.75,1.925,1.925,1.925,2.1,2.1,2.1,2.275,2.275,2.275,2.45,2.45,2.45,2.625,2.625,2.625,2.8,2.8,2.8,2.975,2.975,2.975,3.15,3.15,3.15,3.325,3.325,3.325,3.5,3.5,3.5,3.5,3.675,3.675,3.675,3.85,3.85,3.85,4.025,4.025,4.025,4.2,4.2,4.2,4.375,4.375,4.375,4.55,4.55,4.55,4.725,4.725,4.725,4.9,4.9,4.9,5.075,5.075,5.075,5.25,5.25,5.25,5.25,5.425,5.425,5.425,5.6,5.6,5.6,5.775,5.775,5.775,5.95,5.95,5.95,6.125,6.125,6.125,6.3,6.3,6.3,6.475,6.475,6.475,6.65,6.65,6.65,6.825,6.825,6.825,6.825,7,7,7,7.175,7.175,7.175,7.35,7.35,7.35,7.525,7.525,7.525,7.7,7.7,7.7,7.875,7.875,7.875,8.05,8.05,8.05,8.225,8.225,8.225,8.4,8.4,8.4,8.575
115,Soldier EG,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Soldier%20EG.webp,Elysion,B3,Electric,Attacker,SR,AR,2,60,720,12,0.175,0.175,0.175,0.175,0.175,0.35,0.35,0.35,0.525,0.525,0.525,0.7,0.7,0.7,0.875,0.875,0.875,1.05,1.05,1.05,1.225,1.225,1.225,1.4,1.4,1.4,1.575,1.575,1.575,1.75,1.75,1.75,1.75,1.925,1.925,1.925,2.1,2.1,2.1,2.275,2.275,2.275,2.45,2.45,2.45,2.625,2.625,2.625,2.8,2.8,2.8,2.975,2.975,2.975,3.15,3.15,3.15,3.325,3.325,3.325,3.5,3.5,3.5,3.5,3.675,3.675,3.675,3.85,3.85,3.85,4.025,4.025,4.025,4.2,4.2,4.2,4.375,4.375,4.375,4.55,4.55,4.55,4.725,4.725,4.725,4.9,4.9,4.9,5.075,5.075,5.075,5.25,5.25,5.25,5.25,5.425,5.425,5.425,5.6,5.6,5.6,5.775,5.775,5.775,5.95,5.95,5.95,6.125,6.125,6.125,6.3,6.3,6.3,6.475,6.475,6.475,6.65,6.65,6.65,6.825,6.825,6.825,6.825,7,7,7,7.175,7.175,7.175,7.35,7.35,7.35,7.525,7.525,7.525,7.7,7.7,7.7,7.875,7.875,7.875,8.05,8.05,8.05,8.225,8.225,8.225,8.4,8.4,8.4,8.575
116,Tove,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Tove.webp,Missilis,B1,Water,Supporter,SSR,AR,2,60,720,12,0.175,0.175,0.175,0.175,0.175,0.35,0.35,0.35,0.525,0.525,0.525,0.7,0.7,0.7,0.875,0.875,0.875,1.05,1.05,1.05,1.225,1.225,1.225,1.4,1.4,1.4,1.575,1.575,1.575,1.75,1.75,1.75,1.75,1.925,1.925,1.925,2.1,2.1,2.1,2.275,2.275,2.275,2.45,2.45,2.45,2.625,2.625,2.625,2.8,2.8,2.8,2.975,2.975,2.975,3.15,3.15,3.15,3.325,3.325,3.325,3.5,3.5,3.5,3.5,3.675,3.675,3.675,3.85,3.85,3.85,4.025,4.025,4.025,4.2,4.2,4.2,4.375,4.375,4.375,4.55,4.55,4.55,4.725,4.725,4.725,4.9,4.9,4.9,5.075,5.075,5.075,5.25,5.25,5.25,5.25,5.425,5.425,5.425,5.6,5.6,5.6,5.775,5.775,5.775,5.95,5.95,5.95,6.125,6.125,6.125,6.3,6.3,6.3,6.475,6.475,6.475,6.65,6.65,6.65,6.825,6.825,6.825,6.825,7,7,7,7.175,7.175,7.175,7.35,7.35,7.35,7.525,7.525,7.525,7.7,7.7,7.7,7.875,7.875,7.875,8.05,8.05,8.05,8.225,8.225,8.225,8.4,8.4,8.4,8.575
117,Alice,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Alice.webp,Tetra,B3,Fire,Attacker,SSR,SR,2,6,40,0.6666666667,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.8,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,5.6,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,8.4,8.4
118,Alice Wonderland Bunny,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Alice%20Wonderland%20Bunny.webp,Tetra,B0.5,Water,Supporter,SSR,SMG,2,60,1440,24,0.06666666667,0.06666666667,0.06666666667,0.1333333333,0.1333333333,0.2,0.2666666667,0.2666666667,0.3333333333,0.4,0.4,0.4666666667,0.5333333333,0.5333333333,0.6,0.6666666667,0.6666666667,0.7333333333,0.7333333333,0.8,0.8666666667,0.8666666667,0.9333333333,1,1,1.066666667,1.133333333,1.133333333,1.2,1.266666667,1.266666667,1.333333333,1.333333333,1.4,1.466666667,1.466666667,1.533333333,1.6,1.6,1.666666667,1.733333333,1.733333333,1.8,1.866666667,1.866666667,1.933333333,2,2,2.066666667,2.066666667,2.133333333,2.2,2.2,2.266666667,2.333333333,2.333333333,2.4,2.466666667,2.466666667,2.533333333,2.6,2.6,2.666666667,2.666666667,2.733333333,2.8,2.8,2.866666667,2.933333333,2.933333333,3,3.066666667,3.066666667,3.133333333,3.2,3.2,3.266666667,3.266666667,3.333333333,3.4,3.4,3.466666667,3.533333333,3.533333333,3.6,3.666666667,3.666666667,3.733333333,3.8,3.8,3.866666667,3.933333333,3.933333333,4,4,4.066666667,4.133333333,4.133333333,4.2,4.266666667,4.266666667,4.333333333,4.4,4.4,4.466666667,4.533333333,4.533333333,4.6,4.6,4.666666667,4.733333333,4.733333333,5.4,4.866666667,4.866666667,4.933333333,5,5,5.066666667,5.133333333,5.133333333,5.2,5.2,5.266666667,5.333333333,5.333333333,5.4,5.466666667,5.466666667,5.533333333,5.6,5.6,5.666666667,5.733333333,5.733333333,5.8,5.866666667,5.866666667,5.933333333,5.933333333,6,6.066666667,6.066666667,6.133333333,6.2,6.2,6.266666667,6.333333333,6.333333333,6.9,6.9
119,Clay,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Clay.webp,Tetra,B2,Electric,Supporter,SSR,SMG,2,60,1440,24,0.06666666667,0.06666666667,0.06666666667,0.1333333333,0.1333333333,0.2,0.2666666667,0.2666666667,0.3333333333,0.4,0.4,0.4666666667,0.5333333333,0.5333333333,0.6,0.6666666667,0.6666666667,0.7333333333,0.7333333333,0.8,0.8666666667,0.8666666667,0.9333333333,1,1,1.066666667,1.133333333,1.133333333,1.2,1.266666667,1.266666667,1.333333333,1.333333333,1.4,1.466666667,1.466666667,1.533333333,1.6,1.6,1.666666667,1.733333333,1.733333333,1.8,1.866666667,1.866666667,1.933333333,2,2,2.066666667,2.066666667,2.133333333,2.2,2.2,2.266666667,2.333333333,2.333333333,2.4,2.466666667,2.466666667,2.533333333,2.6,2.6,2.666666667,2.666666667,2.733333333,2.8,2.8,2.866666667,2.933333333,2.933333333,3,3.066666667,3.066666667,3.133333333,3.2,3.2,3.266666667,3.266666667,3.333333333,3.4,3.4,3.466666667,3.533333333,3.533333333,3.6,3.666666667,3.666666667,3.733333333,3.8,3.8,3.866666667,3.933333333,3.933333333,4,4,4.066666667,4.133333333,4.133333333,4.2,4.266666667,4.266666667,4.333333333,4.4,4.4,4.466666667,4.533333333,4.533333333,4.6,4.6,4.666666667,4.733333333,4.733333333,5.4,4.866666667,4.866666667,4.933333333,5,5,5.066666667,5.133333333,5.133333333,5.2,5.2,5.266666667,5.333333333,5.333333333,5.4,5.466666667,5.466666667,5.533333333,5.6,5.6,5.666666667,5.733333333,5.733333333,5.8,5.866666667,5.866666667,5.933333333,5.933333333,6,6.066666667,6.066666667,6.133333333,6.2,6.2,6.266666667,6.333333333,6.333333333,6.9,6.9
120,D,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/D.webp,Elysion,B3,Wind,Attacker,SSR,SMG,2,60,1440,24,0.06666666667,0.06666666667,0.06666666667,0.1333333333,0.1333333333,0.2,0.2666666667,0.2666666667,0.3333333333,0.4,0.4,0.4666666667,0.5333333333,0.5333333333,0.6,0.6666666667,0.6666666667,0.7333333333,0.7333333333,0.8,0.8666666667,0.8666666667,0.9333333333,1,1,1.066666667,1.133333333,1.133333333,1.2,1.266666667,1.266666667,1.333333333,1.333333333,1.4,1.466666667,1.466666667,1.533333333,1.6,1.6,1.666666667,1.733333333,1.733333333,1.8,1.866666667,1.866666667,1.933333333,2,2,2.066666667,2.066666667,2.133333333,2.2,2.2,2.266666667,2.333333333,2.333333333,2.4,2.466666667,2.466666667,2.533333333,2.6,2.6,2.666666667,2.666666667,2.733333333,2.8,2.8,2.866666667,2.933333333,2.933333333,3,3.066666667,3.066666667,3.133333333,3.2,3.2,3.266666667,3.266666667,3.333333333,3.4,3.4,3.466666667,3.533333333,3.533333333,3.6,3.666666667,3.666666667,3.733333333,3.8,3.8,3.866666667,3.933333333,3.933333333,4,4,4.066666667,4.133333333,4.133333333,4.2,4.266666667,4.266666667,4.333333333,4.4,4.4,4.466666667,4.533333333,4.533333333,4.6,4.6,4.666666667,4.733333333,4.733333333,5.4,4.866666667,4.866666667,4.933333333,5,5,5.066666667,5.133333333,5.133333333,5.2,5.2,5.266666667,5.333333333,5.333333333,5.4,5.466666667,5.466666667,5.533333333,5.6,5.6,5.666666667,5.733333333,5.733333333,5.8,5.866666667,5.866666667,5.933333333,5.933333333,6,6.066666667,6.066666667,6.133333333,6.2,6.2,6.266666667,6.333333333,6.333333333,6.9,6.9
121,Epinel,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Epinel.webp,Missilis,B3,Wind,Attacker,SSR,SMG,2,60,1440,24,0.06666666667,0.06666666667,0.06666666667,0.1333333333,0.1333333333,0.2,0.2666666667,0.2666666667,0.3333333333,0.4,0.4,0.4666666667,0.5333333333,0.5333333333,0.6,0.6666666667,0.6666666667,0.7333333333,0.7333333333,0.8,0.8666666667,0.8666666667,0.9333333333,1,1,1.066666667,1.133333333,1.133333333,1.2,1.266666667,1.266666667,1.333333333,1.333333333,1.4,1.466666667,1.466666667,1.533333333,1.6,1.6,1.666666667,1.733333333,1.733333333,1.8,1.866666667,1.866666667,1.933333333,2,2,2.066666667,2.066666667,2.133333333,2.2,2.2,2.266666667,2.333333333,2.333333333,2.4,2.466666667,2.466666667,2.533333333,2.6,2.6,2.666666667,2.666666667,2.733333333,2.8,2.8,2.866666667,2.933333333,2.933333333,3,3.066666667,3.066666667,3.133333333,3.2,3.2,3.266666667,3.266666667,3.333333333,3.4,3.4,3.466666667,3.533333333,3.533333333,3.6,3.666666667,3.666666667,3.733333333,3.8,3.8,3.866666667,3.933333333,3.933333333,4,4,4.066666667,4.133333333,4.133333333,4.2,4.266666667,4.266666667,4.333333333,4.4,4.4,4.466666667,4.533333333,4.533333333,4.6,4.6,4.666666667,4.733333333,4.733333333,5.4,4.866666667,4.866666667,4.933333333,5,5,5.066666667,5.133333333,5.133333333,5.2,5.2,5.266666667,5.333333333,5.333333333,5.4,5.466666667,5.466666667,5.533333333,5.6,5.6,5.666666667,5.733333333,5.733333333,5.8,5.866666667,5.866666667,5.933333333,5.933333333,6,6.066666667,6.066666667,6.133333333,6.2,6.2,6.266666667,6.333333333,6.333333333,6.9,6.9
122,iDoll Ocean,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/iDoll%20Ocean.webp,Tetra,B1,Water,Supporter,SR,SMG,2,60,1440,24,0.06666666667,0.06666666667,0.06666666667,0.1333333333,0.1333333333,0.2,0.2666666667,0.2666666667,0.3333333333,0.4,0.4,0.4666666667,0.5333333333,0.5333333333,0.6,0.6666666667,0.6666666667,0.7333333333,0.7333333333,0.8,0.8666666667,0.8666666667,0.9333333333,1,1,1.066666667,1.133333333,1.133333333,1.2,1.266666667,1.266666667,1.333333333,1.333333333,1.4,1.466666667,1.466666667,1.533333333,1.6,1.6,1.666666667,1.733333333,1.733333333,1.8,1.866666667,1.866666667,1.933333333,2,2,2.066666667,2.066666667,2.133333333,2.2,2.2,2.266666667,2.333333333,2.333333333,2.4,2.466666667,2.466666667,2.533333333,2.6,2.6,2.666666667,2.666666667,2.733333333,2.8,2.8,2.866666667,2.933333333,2.933333333,3,3.066666667,3.066666667,3.133333333,3.2,3.2,3.266666667,3.266666667,3.333333333,3.4,3.4,3.466666667,3.533333333,3.533333333,3.6,3.666666667,3.666666667,3.733333333,3.8,3.8,3.866666667,3.933333333,3.933333333,4,4,4.066666667,4.133333333,4.133333333,4.2,4.266666667,4.266666667,4.333333333,4.4,4.4,4.466666667,4.533333333,4.533333333,4.6,4.6,4.666666667,4.733333333,4.733333333,5.4,4.866666667,4.866666667,4.933333333,5,5,5.066666667,5.133333333,5.133333333,5.2,5.2,5.266666667,5.333333333,5.333333333,5.4,5.466666667,5.466666667,5.533333333,5.6,5.6,5.666666667,5.733333333,5.733333333,5.8,5.866666667,5.866666667,5.933333333,5.933333333,6,6.066666667,6.066666667,6.133333333,6.2,6.2,6.266666667,6.333333333,6.333333333,6.9,6.9
123,Liter,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Liter.webp,Missilis,B1,Iron,Supporter,SSR,SMG,2,60,1440,24,0.06666666667,0.06666666667,0.06666666667,0.1333333333,0.1333333333,0.2,0.2666666667,0.2666666667,0.3333333333,0.4,0.4,0.4666666667,0.5333333333,0.5333333333,0.6,0.6666666667,0.6666666667,0.7333333333,0.7333333333,0.8,0.8666666667,0.8666666667,0.9333333333,1,1,1.066666667,1.133333333,1.133333333,1.2,1.266666667,1.266666667,1.333333333,1.333333333,1.4,1.466666667,1.466666667,1.533333333,1.6,1.6,1.666666667,1.733333333,1.733333333,1.8,1.866666667,1.866666667,1.933333333,2,2,2.066666667,2.066666667,2.133333333,2.2,2.2,2.266666667,2.333333333,2.333333333,2.4,2.466666667,2.466666667,2.533333333,2.6,2.6,2.666666667,2.666666667,2.733333333,2.8,2.8,2.866666667,2.933333333,2.933333333,3,3.066666667,3.066666667,3.133333333,3.2,3.2,3.266666667,3.266666667,3.333333333,3.4,3.4,3.466666667,3.533333333,3.533333333,3.6,3.666666667,3.666666667,3.733333333,3.8,3.8,3.866666667,3.933333333,3.933333333,4,4,4.066666667,4.133333333,4.133333333,4.2,4.266666667,4.266666667,4.333333333,4.4,4.4,4.466666667,4.533333333,4.533333333,4.6,4.6,4.666666667,4.733333333,4.733333333,5.4,4.866666667,4.866666667,4.933333333,5,5,5.066666667,5.133333333,5.133333333,5.2,5.2,5.266666667,5.333333333,5.333333333,5.4,5.466666667,5.466666667,5.533333333,5.6,5.6,5.666666667,5.733333333,5.733333333,5.8,5.866666667,5.866666667,5.933333333,5.933333333,6,6.066666667,6.066666667,6.133333333,6.2,6.2,6.266666667,6.333333333,6.333333333,6.9,6.9
124,Makima,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Makima.webp,Abnormal,B2,Water,Defender,SSR,SMG,2,60,1440,24,0.06666666667,0.06666666667,0.06666666667,0.1333333333,0.1333333333,0.2,0.2666666667,0.2666666667,0.3333333333,0.4,0.4,0.4666666667,0.5333333333,0.5333333333,0.6,0.6666666667,0.6666666667,0.7333333333,0.7333333333,0.8,0.8666666667,0.8666666667,0.9333333333,1,1,1.066666667,1.133333333,1.133333333,1.2,1.266666667,1.266666667,1.333333333,1.333333333,1.4,1.466666667,1.466666667,1.533333333,1.6,1.6,1.666666667,1.733333333,1.733333333,1.8,1.866666667,1.866666667,1.933333333,2,2,2.066666667,2.066666667,2.133333333,2.2,2.2,2.266666667,2.333333333,2.333333333,2.4,2.466666667,2.466666667,2.533333333,2.6,2.6,2.666666667,2.666666667,2.733333333,2.8,2.8,2.866666667,2.933333333,2.933333333,3,3.066666667,3.066666667,3.133333333,3.2,3.2,3.266666667,3.266666667,3.333333333,3.4,3.4,3.466666667,3.533333333,3.533333333,3.6,3.666666667,3.666666667,3.733333333,3.8,3.8,3.866666667,3.933333333,3.933333333,4,4,4.066666667,4.133333333,4.133333333,4.2,4.266666667,4.266666667,4.333333333,4.4,4.4,4.466666667,4.533333333,4.533333333,4.6,4.6,4.666666667,4.733333333,4.733333333,5.4,4.866666667,4.866666667,4.933333333,5,5,5.066666667,5.133333333,5.133333333,5.2,5.2,5.266666667,5.333333333,5.333333333,5.4,5.466666667,5.466666667,5.533333333,5.6,5.6,5.666666667,5.733333333,5.733333333,5.8,5.866666667,5.866666667,5.933333333,5.933333333,6,6.066666667,6.066666667,6.133333333,6.2,6.2,6.266666667,6.333333333,6.333333333,6.9,6.9
125,Mast,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Mast.webp,Elysion,B2,Electric,Supporter,SSR,SMG,2,60,1440,24,0.06666666667,0.06666666667,0.06666666667,0.1333333333,0.1333333333,0.2,0.2666666667,0.2666666667,0.3333333333,0.4,0.4,0.4666666667,0.5333333333,0.5333333333,0.6,0.6666666667,0.6666666667,0.7333333333,0.7333333333,0.8,0.8666666667,0.8666666667,0.9333333333,1,1,1.066666667,1.133333333,1.133333333,1.2,1.266666667,1.266666667,1.333333333,1.333333333,1.4,1.466666667,1.466666667,1.533333333,1.6,1.6,1.666666667,1.733333333,1.733333333,1.8,1.866666667,1.866666667,1.933333333,2,2,2.066666667,2.066666667,2.133333333,2.2,2.2,2.266666667,2.333333333,2.333333333,2.4,2.466666667,2.466666667,2.533333333,2.6,2.6,2.666666667,2.666666667,2.733333333,2.8,2.8,2.866666667,2.933333333,2.933333333,3,3.066666667,3.066666667,3.133333333,3.2,3.2,3.266666667,3.266666667,3.333333333,3.4,3.4,3.466666667,3.533333333,3.533333333,3.6,3.666666667,3.666666667,3.733333333,3.8,3.8,3.866666667,3.933333333,3.933333333,4,4,4.066666667,4.133333333,4.133333333,4.2,4.266666667,4.266666667,4.333333333,4.4,4.4,4.466666667,4.533333333,4.533333333,4.6,4.6,4.666666667,4.733333333,4.733333333,5.4,4.866666667,4.866666667,4.933333333,5,5,5.066666667,5.133333333,5.133333333,5.2,5.2,5.266666667,5.333333333,5.333333333,5.4,5.466666667,5.466666667,5.533333333,5.6,5.6,5.666666667,5.733333333,5.733333333,5.8,5.866666667,5.866666667,5.933333333,5.933333333,6,6.066666667,6.066666667,6.133333333,6.2,6.2,6.266666667,6.333333333,6.333333333,6.9,6.9
126,Miranda,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Miranda.webp,Elysion,B1,Fire,Supporter,SSR,SMG,2,60,1440,24,0.06666666667,0.06666666667,0.06666666667,0.1333333333,0.1333333333,0.2,0.2666666667,0.2666666667,0.3333333333,0.4,0.4,0.4666666667,0.5333333333,0.5333333333,0.6,0.6666666667,0.6666666667,0.7333333333,0.7333333333,0.8,0.8666666667,0.8666666667,0.9333333333,1,1,1.066666667,1.133333333,1.133333333,1.2,1.266666667,1.266666667,1.333333333,1.333333333,1.4,1.466666667,1.466666667,1.533333333,1.6,1.6,1.666666667,1.733333333,1.733333333,1.8,1.866666667,1.866666667,1.933333333,2,2,2.066666667,2.066666667,2.133333333,2.2,2.2,2.266666667,2.333333333,2.333333333,2.4,2.466666667,2.466666667,2.533333333,2.6,2.6,2.666666667,2.666666667,2.733333333,2.8,2.8,2.866666667,2.933333333,2.933333333,3,3.066666667,3.066666667,3.133333333,3.2,3.2,3.266666667,3.266666667,3.333333333,3.4,3.4,3.466666667,3.533333333,3.533333333,3.6,3.666666667,3.666666667,3.733333333,3.8,3.8,3.866666667,3.933333333,3.933333333,4,4,4.066666667,4.133333333,4.133333333,4.2,4.266666667,4.266666667,4.333333333,4.4,4.4,4.466666667,4.533333333,4.533333333,4.6,4.6,4.666666667,4.733333333,4.733333333,5.4,4.866666667,4.866666667,4.933333333,5,5,5.066666667,5.133333333,5.133333333,5.2,5.2,5.266666667,5.333333333,5.333333333,5.4,5.466666667,5.466666667,5.533333333,5.6,5.6,5.666666667,5.733333333,5.733333333,5.8,5.866666667,5.866666667,5.933333333,5.933333333,6,6.066666667,6.066666667,6.133333333,6.2,6.2,6.266666667,6.333333333,6.333333333,6.9,6.9
